Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 243048

꞊dinar	160462
꞊gegᵻr	37029
꞊hara	135775
꞊hᵻnyu	337381
꞊itᵻr	98745
꞊karᵻ	61716
꞊koro	8228
꞊kulam	8228
꞊libra	12343
꞊nabar	32915
꞊ponde	12343
꞊sᵻgaa	37029
꞊sᵻgaau	234521
꞊sᵻlang	24686
꞊sᵻlangnan	20572
a	26628484
aa	15461966
aa꞊	1152035
aabᵻg	185148
ab	625390
ab'yᵻ	8228
aba	24686
Abakuk	16457
Abɛl	16457
abi	765280
Abi	2723741
Abiud	8228
Abiya	12343
Abraham	333267
abu	8228
Adam	45258
ag	218063
aga	8228
Agabus	8228
Agar	8228
agᵻn꞊	102860
Agripa	53487
aj	460814
aj'ᵻr	263322
aj'ᵻrnan	8228
ajbᵻg	102860
ajgᵻn	12343
ajgᵻr	49372
ajh	86402
ajhnan	16457
Aji	90517
ajᵻm	538988
ajᵻn	32915
ajᵻr	259208
ajnen	12343
Ajor	8228
Akaj	8228
Akay	45258
Akilas	20572
Alegjandᵻr	28800
Alegjandri	16457
Aleluya	16457
Almesi	94631
Alpa	16457
Alpe	20572
am	7035647
am'i	16457
am'ᵻm	131661
am'ᵻn	185148
am'ᵻr	74059
am'ᵻrbᵻg	16457
am'nan	57601
am'nen	246864
am'ni	53487
am'u	172805
am'yᵻ	189263
ama	12343
ambᵻg	407326
amgᵻm	12343
amgᵻn	12343
amgᵻnen	45258
amgᵻnii	8228
amgᵻr	45258
amgᵻyᵻᵻ	16457
amgu	24686
amguu꞊	20572
Aminadab	12343
amᵻd	65830
amᵻn	12343
amᵻr	407326
amnan	8228
amnen	16457
Amo̰	8228
Amos	12343
amu	94631
amyᵻ	12343
amyᵻᵻ	16457
an	312695
Ananias	45258
Andre	53487
ang'ᵻr	24686
Antara	8228
Antios	94631
Apolos	45258
Aram	12343
Areopaj	8228
arge	8228
Ari	16457
Arimate	16457
Aristark	24686
arᵻ	3349132
arkali꞊	16457
Aro̰	20572
Arsip	8228
aru	164576
arunan	53487
Asa	8228
Aser	8228
Asim	8228
askar	246864
askarnan	259208
Asos	8228
Aten	24686
aw	666535
ay	148118
ba	1193179
ba'rag	135775
baa	32915
baad	49372
Babilɔn	49372
bad	707679
badbad	69945
bag	20572
bag'ᵻm	8228
bag'ᵻr	8228
bagal	20572
bal	28800
Balam	24686
