Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 219159

a	13752572
á	766566
aa	45628
Aa	54754
aabuu	250959
aah	520170
aahmu	9125
Aahmu	9125
aahwɛ	9125
aahwᴐᴐ	9125
Aamin	118635
aana	9125
aanaa	22814
aani	155138
aanuu	9125
Aarᴐn	22814
aawaa	31940
Abaija	18251
Abayud	9125
Abɛl	22814
Abraham	424349
achᴐgaa	13688
achumaa	9125
Adam	9125
Addi	9125
Admin	9125
adunu	45628
adunuzi	9125
afalaa	27377
Agabus	9125
Agirpa	45628
Ahaz	9125
ahorgaazi	9125
ahoro	346780
ahorobuu	9125
ahorogaa	13688
ahoroo	22814
Aikonium	27377
Aizaya	104946
Aizik	104946
Akaaya	13688
Akai	269210
akpila	9125
Akuila	31940
Alaadi	41066
alaanfia	68443
Alɛzanda	22814
Alɛzandira	18251
Alfius	22814
aliizinachᴐgaa	328528
aliizinachᴐgaarɛ	9125
aliizinachᴐgii	109509
Aliizinachᴐgii	114072
Aliizinachᴐgiirɛ	18251
alugᴐ	1209167
am	41066
Ama	406097
amaniye	31940
amaniyesuma	606865
Aminadab	18251
Amos	9125
amᴐ	725500
Amᴐn	9125
an	109509
anaazu	164264
anaazuu	13688
ananaa	13688
Ananayas	18251
Ananias	31940
Andama	41066
Andiru	68443
anɛɛ	825884
anɛɛbuu	18251
anɛɛgaa	13688
anɛɛrɛ	22814
anɛɛwaarɛ	13688
anɛɛwɛi	13688
ani	2176501
ania	132324
aniaa	27377
aniidaanɛɛ	305714
aniidaanɛɛrɛ	31940
anla	314839
anna	77569
Annas	18251
annii	328528
anniizi	63880
Antiᴐk	109509
anue	118635
anumbɛl	41066
anumbɛllɛ	13688
aŋ	214456
aŋhina	638805
aŋhinaa	41066
aŋmɛnɛɛ	31940
Apᴐlᴐs	45628
Arabia	13688
Arɛᴐpagus	13688
Arimatia	18251
Aristarkus	22814
Arkipus	9125
Arni	9125
Arpaksad	9125
Asa	9125
asau	22814
asauzi	45628
Asɛr	9125
Asᴐs	9125
Atɛns	27377
awessi	9125
awia	13688
Awia	2208442
awiarɛ	31940
Awiarɛ	401534
b'ᴐr	13688
ba	25912693
bá	3727887
baa	5557608
baabuu	501918
baagu	54754
baagufalaa	9125
baaguzi	68443
baai	18251
baal	1701960
báal	31940
baala	333091
baallɛ	13688
baama	127761
baambaaŋ	182515
baana	77569
baani	109509
