Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 201317

a	34771
A’aron	24836
A’eropago	9934
ab’aj	645747
ab’antajik	9934
ab’aqil	59607
Ab’b’a	9934
ab’e	24836
Ab’el	19869
ab’i	114247
Ab’i’a	9934
Ab’i’ud	9934
ab’im	44705
Ab’raham	382481
ach’at	44705
ach’awem	9934
ach’ich	14901
achajilal	49672
achak	49672
achalaxik	466925
achaq	9934
ache’al	9934
achi	2046523
achijab	362612
achixinik	24836
achixom	24836
achomab’al	19869
achomanik	9934
achoq’ab	9934
achuq’ab	44705
Adam	44705
Ades	9934
Adyos	39738
Agripa	54640
aj	64574
ajanel	9934
Ajarimate’a	14901
ajastaq	9934
ajaw	258299
ajawab	14901
Ajawaxel	9934
ajawib	19869
ajawib’al	158953
ajawinaq	9934
ajawinel	407317
ajawxel	29803
Ajawxel	2746911
ajb’anal	54640
ajb’analtzij	19869
Ajb’etsa’ida	9934
ajch’akanel	9934
ajch’imi’y	24836
ajch’imi’yab	9934
ajchajinel	29803
ajchak	74509
ajchakib	109280
ajchakunel	14901
ajchaq’e	44705
ajchipre	9934
ajefeso	9934
ajegipto	19869
ajfarise’o	19869
ajgalile’a	14901
Ajgalile’a	14901
ajgri’ego	54640
ajheb’re’o	14901
ajiltz’aqat	14901
ajisra’el	19869
ajisra’elita	9934
ajjudi’a	9934
ajjudi’o	208626
ajk’ay	9934
ajk’ayib	9934
ajkunanel	19869
ajlaq’b’anel	9934
ajlevita	9934
Ajmagdala	29803
ajmak	14901
ajmakib	19869
ajmakunel	44705
ajmakuninel	9934
ajmakunnel	24836
ajmasedoni’a	9934
Ajnasaret	39738
ajnasore’o	9934
Ajnasore’o	9934
ajolom	24836
ajpatanel	24836
ajpatanijel	59607
ajpataninel	178822
ajq’ataltzij	14901
ajq’atoj	14901
ajq’axel	9934
ajq’olol	14901
ajqasalja	9934
Ajqasalja	34771
ajromano	44705
ajsamari’a	9934
Ajsamari’a	9934
ajsamaritano	9934
ajsik	64574
Ajsirene	14901
ajtarso	9934
ajti’atira	9934
ajtij	79476
Ajtij	208626
ajtijab	29803
ajtikonel	24836
ajtikonnel	9934
Ajto’l	19869
ajtoq’inel	24836
ajtz’ib’anel	24836
ajtz’ib’anelab	29803
ajunab	9934
ajuwokaj	29803
ajyuq	84443
ak	14901
ak’al	258299
ak’alab	114247
ak’as	34771
