Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 794663

a	2587260
a'aanan	75503
a'abakan	2516
a'ahawada	2516
a'ahawana	2516
a'am'amungan	105705
a'am'amunganda	7550
a'am'amungandan	2516
a'am'amunganmi	3775
a'am'amunganmih	2516
a'am'amunganyu	10067
a'am'amunganyun	2516
a'amamma	42785
a'ammod	259229
a'ammod'u	27684
a'ammod'un	3775
a'ammodda	106963
a'ammoddah	51594
a'ammoddan	6291
a'ammodday	2516
a'ammodmi	74245
a'ammodmih	15100
a'ammodmin	5033
a'ammodmiy	3775
a'ammodmu	10067
a'ammodmun	3775
a'ammodmuy	2516
a'ammodna	61661
a'ammodnah	7550
a'ammodnan	5033
a'ammodnay	3775
a'ammodyu	140940
a'ammodyuh	26426
a'ammodyun	15100
a'amu'amunganyu	2516
a'amungan	20134
a'amunganda	3775
a'amunganyu	7550
a'an	5033
a'anghel	8808
a'ap'apu	37751
a'ap'apuda	5033
a'ap'apuh	12583
a'ap'apun	7550
a'ap'apuyu	2516
a'apapu	3775
a'apapuda	2516
a'apgohanda	2516
a'apostoles	3775
a'apostolesna	3775
a'at	739936
a'at'u	113255
a'at'uh	8808
a'at'uhdi	2516
a'at'un	10067
a'at'uy	2516
a'atan	61661
a'atana	72986
a'atanda	2516
a'atda	74245
a'atdah	2516
a'atdan	2516
a'atday	2516
a'atmi	15100
a'atmihtu	2516
a'atmin	2516
a'atmu	46560
a'atmuh	2516
a'atmun	5033
a'atna	208893
a'atnah	23909
a'atnan	3775
a'atnay	3775
a'atyu	60402
a'atyuh	3775
a'atyun	6291
a'e	45302
a'en	2516
a'immannungan	2516
a'immannungna	5033
a'u	6291
a'umahan	2516
a'umahana	2516
a'ung'ungnga	2516
a'unga	12583
a'ungam	5033
a'ungami	2516
a'ungana	8808
a'ungayu	3775
Aa	3775
aan	2516
aano	15100
aanom	15100
aanon	45302
aanona	18875
aanonay	6291
aanonda	8808
aanonyu	3775
Aanonyu	5033
Aaron	442955
aay	27684
ab'abbuh	3775
ab'abbuhdahdi	2516
ababaim	2516
ababain	26426
ababaina	6291
abahbahan	16359
abahbahana	5033
abahbahanda	2516
abak	22651
abako	11325
abakom	15100
abakon	75503
abakona	20134
abakonan	2516
abakonay	2516
abakonda	56627
abakondan	10067
abakonday	5033
abakonmi	2516
abakonyu	8808
abakonyun	3775
abakonyuy	2516
