Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 278685

a	5360891
á	215296
á̱	13972764
a̱	23689829
aa	14353
Aap	7176
a̱baan	17941
a̱bachinchyat	21529
a̱bachunchwiit	14353
a̱bachyuang	53824
a̱bada̱dei	161472
a̱bafa̱fap	7176
A̱bafa̱rat	21529
A̱bafa̱ratut	7176
a̱baka̱keang	7176
a̱baka̱za̱nki	14353
a̱bakeang	28706
a̱bamman	7176
aba̱n	7176
a̱bang	50235
a̱banggwon	61000
a̱banjen	61000
a̱bankyang	7176
Abba	14353
a̱beam	165060
a̱bi	150707
a̱bi̱baan	7176
Abihudu	7176
Abila	17941
A̱biru	7176
A̱biya	10764
á̱bobwot	7176
a̱bobwot	7176
a̱bombwon	14353
a̱bombwuon	10764
á̱bubuk	57412
a̱bubuk	21529
a̱bubwong	14353
á̱buk	17941
a̱buk	168649
a̱bun	767892
a̱bung	893481
a̱bwa	14353
a̱bwabwap	78942
a̱bwom	35882
a̱bwong	7176
a̱bwonu	154296
a̱bwot	7176
a̱bwu	14353
a̱bwuang	100471
a̱bwui	7176
á̱bwuon	57412
a̱bwuon	39471
a̱bya	412652
a̱bya̱bya̱	17941
a̱byi	21529
a̱byii̱k	961659
a̱byin	2407736
a̱byi̱ri̱m	7176
a̱cha̱chaat	89707
a̱cha̱chet	968835
a̱chak	10764
a̱cham	10764
a̱chat	7176
a̱cheang	7176
a̱chet	107648
a̱chi̱chan	17941
a̱chi̱chen	32294
a̱chi̱nchi̱ri̱ng	14353
a̱chuchuk	1521431
a̱chunchung	43059
a̱chya̱	21529
a̱chyet	261944
a̱chyuang	143531
a̱da	10764
a̱daat	25117
a̱da̱dei	229649
a̱dak	7176
A̱da̱min	7176
A̱da̱mu	86118
A̱di	7176
a̱di̱dam	692538
a̱di̱di̱t	1356370
a̱didyep	14353
a̱di̱t	21529
a̱dodo	21529
a̱dong	10764
a̱duduu	7176
a̱dung	10764
a̱dyii̱ng	93295
a̱dyundyung	21529
a̱fa	161472
a̱fafaan	7176
á̱fai	39471
a̱fai	556183
a̱fan	118413
a̱fa̱n	25117
a̱fang	261944
A̱fa̱risawa	369592
a̱fat	7176
a̱feang	749950
a̱fi̱fa	150707
a̱fi̱fan	272709
a̱fi̱fa̱t	32294
a̱fi̱ng	10764
A̱fisawa	10764
A̱fisut	96883
A̱folot	50235
a̱fufwuo	473653
