Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 186336

a	21466
A'kaya	53666
A'ki'pas	10733
A'kin	10733
A'kira	42933
a'kɨrɨ	440065
a'kɨron	69766
a'ko	391765
a'koka	59033
a'koka'pʉ	42933
a'kokakɨ	10733
a'kokanin	26833
a'kokasa	80499
a'kokato	16099
a'konin	10733
a'kopɨ'sa	26833
a'koro	16099
a'koro'pʉ	16099
a'koronta	16099
a'ku'tɨ	21466
a'ku'tɨnin	26833
a'kʉra	150266
a'kʉre'tɨ	32199
a'kʉre'tɨto	16099
a'kwa	327365
a'kwaka'pʉ	16099
a'kwakasa	16099
a'kwarii	59033
a'kwarʉ	724497
A'kwarʉ	729864
a'kwarʉ'pʉ	59033
a'kwarʉ'san	10733
a'kwarʉka	16099
a'kwarʉka'pʉ	16099
a'kwarʉpɨ'nin	69766
a'merumʉ	16099
A'min	10733
a'morʉka	10733
a'morʉpɨtʉ'pʉ	10733
a'mota	10733
a'motasa	10733
a'mu	10733
a'mun	69766
a'muna'pʉ	10733
a'munakato	10733
a'nai	96599
a'naino	21466
a'ne	96599
a'non	21466
a'nʉmʉ	16099
a'nʉn	10733
a'pai	26833
a'pɨ'pɨtʉ'pʉ	16099
a'pɨ'pɨtʉi	10733
a'pɨ'pʉn	42933
a'pɨ'pʉnon	10733
a'pɨ'sa	21466
a'pɨ'se'na	26833
a'pɨ'to	21466
a'pɨtʉ	16099
a'pɨtʉ'pʉ	42933
a'po'na	16099
a'po'nan	80499
a'poi	26833
A'poros	64399
a'pu	26833
a're	10733
a're'tɨtɨ	10733
a're'tɨto	10733
a'sa'mʉyai	48299
a'samʉtʉ	91233
a'sanau	16099
a'sarutanʉ'nin	53666
A'sarutanʉ'sa	37566
a'sarutanʉ'to	21466
a'sawʉ	16099
a'setun	252232
a'si	128799
a'si'pɨ'nɨto	10733
a'si'pɨ'sa	16099
a'si'pʉ	150266
a'si'sa	80499
a'si'tɨ	21466
a'si'to	16099
a'sin	10733
a'sinin	112699
a'sipɨ'sa	10733
a'sipɨ'se'na	10733
a'sisa	343465
a'sise'na	26833
a'sito	85866
A'sos	10733
a'su'ka	10733
a'su'ka'pʉ	21466
a'ta	118066
a'ta'pʉ	16099
a'tai	9021337
a'tai'ne	112699
a'taino	343465
a'tanʉ'nin	10733
A'tariya	10733
a'tasa	10733
A'tens	32199
a'tɨ	10733
