Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 266855

a	15405369
Aba	11242
Abəl	22484
Abɨrakam	438440
Abɨya	11242
Abɨyudɨ	7494
Adam	67452
ade	756965
adi	2484495
adii	48715
adɨ	9342152
Adɨmɨn	7494
Agabusɨ	7494
Agar	11242
agi	7494
Agɨrɨpa	52462
ai	532124
Aja	7494
aje	14989
aji	48715
Aji	86189
ajii	11242
ajɨ	318525
Ajɔr	7494
Akajɨ	7494
Akay	44968
Akɨla	7494
Akɨlasɨ	22484
Akɨm	7494
al	12920874
albatɨr	11242
ale	11242
Aleluya	14989
Aləgɨjandɨr	26231
Aləgɨjandɨri	14989
ali	74947
Alpa	11242
Alpe	18736
am	101178
Amen	131157
Amɨnadabɨ	14989
Amo̰	7494
Amosɨ	7494
An	22484
Ananɨyasɨ	52462
andi	52462
andɨ	89936
Andɨre	48715
angal	26231
angalde	18736
angale	11242
angalm	11242
angalsi	11242
Apolosɨ	41220
Arabi	11242
Aram	14989
Arɨmate	14989
Arɨsɨtarkɨ	18736
Arni	7494
Aro̰	18736
Arpasadɨ	7494
Arsɨpɨ	7494
Artəmɨsɨ	29978
asi	539618
asɨ	1735024
asɨgar	464671
Asosɨ	7494
Atən	18736
ati	7494
atɨ	63705
A̰tɨyosɨ	104925
aw	4354424
awi	2229675
awii	29978
ay	644544
a̰y	382230
ayi	101178
a̰yḭ	296040
ba	2765546
ba̰	183620
baa	7494
Babɨlon	56210
ba̰e	7494
bage	7494
bagɨde	7494
bagɨm	7494
bagɨne	26231
bai	11242
Bai	539618
baji	48715
bajie	41220
bal	63705
Balam	22484
ban	700755
bana	22484
bandɨ	89936
bangɨ	41220
banjɨ	97431
Barabasɨ	52462
bare	14989
Barnabasɨ	157388
Barsabasɨ	7494
basa	104925
basam	11242
batəm	337261
batɨ	438440
Batɨləmi	14989
Batɨsɨ	108673
bato	262314
baw	187367
bawde	29978
bawe	89936
bawi	52462
bawje	41220
Bawje	224841
bawm	41220
bawne	138652
bawsi	48715
Bawsi	89936
bay	29978
ba̰y	164883
ba̰yḛ	18736
ba̰yḭ	37473
be	6044481
bə	11242
bəl	7494
Bəljəbul	26231
bəlme	33726
bəm	7494
Bənjame	14989
bər	26231
bəre	7494
Bəre	22484
Bərənɨsɨ	11242
bərəre	108673
Bətani	52462
bətəte	7494
Bətɨləhəm	33726
Bətɨpaje	11242
