Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 252532

a	50765843
á	550425
Aan	19799
abe	15839
abê	47518
abêji	7919
Abêl	27719
abêrji	11879
abiɲ	11879
Abiya	11879
Abiyud	7919
Abraham	443508
Adam	47518
Agabus	7919
Agar	11879
Agripa	59398
Ajôr	7919
Akaj	7919
Akay	39598
Akilas	27719
Akim	7919
albatre	11879
albe	7919
albê	7919
Alêksander	19799
Alêksandri	15839
Aléluya	15839
Alpé	19799
Amên	102957
Aminadab	11879
Amôn	7919
Ananiyas	43558
André	55438
anê	7919
ani	1310724
Antiyôk	106917
aɲ	15538624
aɲa	1690874
aɲê	31679
aŋga	4197487
aŋgaji	59398
aŋgam	31679
aŋgaɲ	1698794
aŋgaɲê	35639
aŋgaŋge	7919
aŋgare	11879
aŋgari	91077
aŋge	27719
Apolôs	39598
Arabi	7919
Aram	7919
are	3389669
arew	146516
ari	661302
Arimaté	15839
ariɲ	63358
ariri	217794
arirji	27719
Aristark	23759
Arôn	19799
Arsip	7919
Artémis	23759
Asap	7919
Asêr	7919
asgar	31679
asgarɲê	384109
Asi	83157
Asôs	7919
Atên	27719
ay	1896789
aya	27719
ayari	11879
ayê	2035385
ayêji	11879
ayem	15839
ayen	15839
Ayênaŋge	23759
ayêŋge	91077
ayêrê	7919
ayêri	35639
Ayi	55438
ayiɲ	494986
ayji	43558
ayre	11879
ayrê	11879
ayrêji	7919
ayren	11879
ayrêri	39598
ayri	130676
ba	21601222
baa	1389922
baba	7919
Baba	19799
Babilôn	55438
baji	19799
Balam	19799
balê	55438
balêm	11879
balên	43558
balêre	7919
balêri	67318
balêrji	59398
balêrna	15839
balêrŋge	23759
baliyare	126716
bam	7919
ban	15839
bandi	23759
banê	31679
baɲ	178195
baɲa	51478
baɲge	11879
Barabas	47518
bare	106917
bareji	7919
barem	35639
baren	19799
barena	23759
bareŋge	27719
bareri	7919
bargay	795938
bari	11879
bariɲ	35639
Barnabas	166315
Barsabas	7919
Bartélémi	15839
batêm	514786
bato	546465
bay	26535250
bayi	98997
bayriri	7919
bé	249473
bê	1504759
bêd	7919
béé	43558
béér	43558
bêêrê	7919
belé	95037
belê	75237
bélem	19799
Beléŋge	19799
Belêŋge	7919
belgey	7919
beli	23759
beliɲ	59398
belji	15839
bem	293032
bêm	43558
ben	542505
bên	67318
béna	296992
bêna	15839
benare	407869
Benge	11879
