Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 120107

A	16651
aa	183170
a̱a̱	291406
a̱a̱ch	16651
aajai	16651
aajna	33303
aak	49955
áakmaktai	24977
áamtikramiayi	41629
aan	83259
a̱a̱ni̱	24977
áaṉkamunam	16651
aaṉku	16651
aar	83259
aaraip	24977
áaram	16651
áaran	41629
áarar	58281
áararmia	16651
áarchamkia	24977
áarchamuiti	16651
áarchamukait	49955
á̱a̱ri̱n	24977
aarma	474576
aarmai	16651
áarmait	33303
áarmaiti	457925
áarmaj	16651
áarmajai	16651
áarmaja̱i̱	16651
áarman	208147
áarmanum	33303
áarmari̱	41629
áarmari̱ji̱a̱i̱	16651
áarmari̱n	49955
áarmauyayi	66607
áarmauyi	58281
aarmia	108236
áarmiayi	249777
aartá	124888
aartai	16651
áartaj	49955
áartampramiaji	16651
áartampramiayi	16651
áartatjai	16651
aaru	16651
áaruiti	24977
áateajai	33303
áateajme	24977
áateajrume	83259
áatjame	33303
áatjarme	158192
áatjarmena	24977
áatramiajme	16651
áatramjarme	33303
áatramji	16651
áatramuiti	16651
áatrashtatjarme	16651
áatrata	66607
áatrattajai	24977
áattsujrume	33303
aatú	16651
á̱a̱winini̱	16651
a̱a̱yi	24977
áchainti	16651
áchamkia	16651
áchamniaiti	16651
áchamniaitjiai	16651
áchati	33303
áchatniuiti	49955
áchatniuitji	16651
áchattaji	24977
áchattame	16651
áchattawai	41629
áchattawak	16651
achía	16651
achia̱rmena	16651
achik	416295
achikchamniaiti	16651
achikcharmiayi	16651
achikia	16651
achikiam	41629
achikian	24977
achikiar	283080
achikiárat	24977
achikiármia	16651
achikiármiayi	58281
achikiu	16651
achikiuiti	74933
achikjiai	24977
achikma	149866
achikmaitrume	24977
achikmajrume	16651
achikmarum	16651
achikmatai	16651
achikmia	74933
achikmiayi	41629
achikminiaiti	16651
achikmintrum	16651
achikrum	74933
achiksha	16651
achiktai	49955
achiktaj	58281
achiktarum	49955
achiktatji	16651
achiktin	41629
achiktinia	24977
achiktinian	16651
achin	41629
achirar	16651
achirkachmarme	24977
achirkar	24977
achirkarmia	16651
achirmak	16651
achirmákmarme	33303
achirmákmiaji	24977
achirmákuitji	16651
achirmákuitrume	33303
achirmákurme	16651
achirmákurmena	16651
aents	4162954
aentsja̱i̱	166518
áentsja̱i̱ṉkia	16651
aentsja̱i̱sha	16651
