Form	Frequency

# SPDX-License-Identifier: Unicode-DFS-2016
# Corpus-Size: 231313

a	71444320
aam	207511
aamn	12969
aan	8646
àan	8646
Àan	8646
ab	23595733
Aba	12969
abal	146986
Abɛl	21615
abi	155633
Abia	8646
abl	30262
ablm	8646
ablu	21615
abŋ	648471
Abŋ	1011616
abr	250742
Abraham	423668
abu	1746551
abul	69170
abul’m	51877
abul’ŋ	21615
abuli	17292
abur	207511
abusu	1608210
acŋ	12969
adagra	17292
Adam	77816
adaŋku	51877
Admaga	12969
adŋ	12969
adu	69170
Aduigŋ	8646
adyɔw	21615
adyɔwli	8646
af	11854067
afacu	12969
afacyɔw	17292
afl	77816
afl’l	8646
afŋ	56200
afŋm	17292
afŋn	263711
afr	2317206
Agabus	8646
Agar	12969
agb	281004
ágb	17292
agbm	25938
ágbm	25938
agbr	69170
agbru	12969
agn	211834
agŋ	10807866
agŋiyɛl	12969
Agripa	69170
aja	142663
ajamu	38908
ajraŋka	8646
akam	51877
akam’n	8646
akamn	8646
Akayi	47554
Akilas	25938
akm	466899
akm’m	17292
akm’n	30262
akmn	38908
ákmn	8646
akŋ	436637
akŋm	8646
akp	138340
akpa	8646
ákpaf	21615
akpakp	8646
akpal	12969
akpasu	116724
akpl	618209
akpl’l	17292
akpl’ŋ	12969
akplm	121048
akplm’ŋ	8646
ákplm’ŋ	8646
akplu	12969
akpo	311266
akpoj	103755
akr	479869
akrowa	17292
akrɔŋnɔ	25938
aku	12969
akunda	77816
al	458253
ál	38908
alaw	56200
albatr	12969
Alesandr	25938
Alesandri	17292
Alfe	21615
alm	43231
am	8836511
ám	229126
amamn	609563
amani	146986
Amani	466899
amɛn	8646
Amɛn	112401
Aminadab	8646
amn	25938
amua	2278298
an	644148
án	64847
ana	683057
anake	2580918
Ananias	51877
anany	25938
Andre	56200
anm	825720
ánm	90786
anmn	17292
anŋ	4241006
ánŋ	233449
ànŋ	38908
anŋ’m	34585
anŋ’n	86462
anŋ’ŋ	25938
ánŋ’ŋ	8646
anŋn	250742
ánŋn	51877
ànŋn	51877
Ànŋn	60524
anŋn’m	8646
anŋnin	8646
Antiɔs	90786
Antipas	47554
any	5784370
ány	116724
anyafr	25938
Anyamb	8646
anyambu	8646
anyamn	164279
anygbeŋ	17292
anygbɛl	354498
anym	994323
anymu	12969
ánymu	38908
Aŋ	8646
aŋa	1089432
aŋgase	8646
aŋke	3034848
